№ п/п;Код ресурса;Наименование ресурса;Ед.изм.;Кол-во;Сметная стоимоть  в базисном уровне;;;;
;;;;;На ед.    изм.;Общ;ЗП маш;;
73;"п.5-11; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.21.35), Прайс ООО ""ВентЭл""";Вентилятор осевой высокого давления 3850-4600 Па, 2900 об/мин, 11 кВт, расход воздуха 3000 м3/час, 150 кг;шт;2;10144,93;20289,86;;;105
53;"п.4-0,75;  116.4-01-СМ4.5, Том 11.4.5 (КАЦ п.17.35), Прайс ООО ""ВентЭл""";Вентилятор осевой высокого давления 680 Па, 1380 об/мин, 0,37 кВт, 40 кг;шт;1;2173,91;2173,91;;;72
379;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г.,  116.4-01-СМ 4.2.2 стр292 п.171";Вентилятор KVR 160/1;шт;1;1528,38;1528,38;;;20
449;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр291  п.162";Вентилятор KVR 160/1;шт;1;1528,38;1528,38;;;20
467;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр292 п.180";Вентилятор KVR 160/1;шт;1;1528,38;1528,38;;;20
475;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр292 п.189";Вентилятор KVR 160/1;шт;1;1528,38;1528,38;;;20
72;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/11 от 11.10.2020 г., 116.4-01-СМ4.2.2, стр.317, п.2";Вентилятор KVR 160/1;шт;1;1150,29;1150,29;;;20
86;"Том 11.4.5.1 , 116.4-01-СМ4.5.1  (КАЦ 11.1, том 11.4.1) КП ООО ""Евроснаб"" от 24.02.2021г №120 стр.143, п.47";Вертикальный ресивер 6300 литров;шт.;1;69920,72;69920,72;;;32
69;"п.4; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.20.5), КП Менделеевский Инжиниринговый Центр";Вертикальный цельносварный аппарат с нижним коническим (90 град) отбортованным и верхним эллиптическим днищами объемом 2 м3. Давление 0.6 Мпа, габаритные размеры (диаметр х высота): 1635х2750, исполнение на опорах-лапах, 650 кг;шт;2;188405,8;376811,6;;;227
201;"Прайс-лист ООО ""Компания Скайвес""";Весы ...;шт;2;;42923,56;;;8
232;"Прайс-лист ООО ""ЭЙ энд ДИ рус""";Весы ...;шт;14;;340376,81;;;8
15;"Прайс лист ""Мир Весов"" (116.4-01-СМ4.4  стр.189)";"Весы автомобильные электронные безфундаментные.
Габарит спандусами (L×B×H), мм - 17800×3800× 520;   Предел взвешивания, т - 60;Дискретность, кг - 20; Длина платформы, мм - 12000; Класс защиты - IP68; Источник питания: встроенные аккумулятор; Потребляемая мощность, ВА, не более - 5; Материал платформы - сталь конструкционная. (ВСА-Р60000-12.2 )";шт;1;116834,78;116834,78;;;346
236;"Прайс-лист ООО ""ЭЙ энд ДИ РУС""";"Весы прецизионные  DX-1200WP, 1220г х 0,01г. Мощность: 11 Вт; питание: 220 В, 50 Гц";шт;2;12159,42;24318,84;;;83
82;"Прайс лист ""Новель групп"" (116.4-01-СМ4.4  стр.119)";Вешало В1 для прачечных;шт;1;1144,93;1144,93;;;23
252;"Прайс-лист  ООО ""ТД ""ВЭЛАН""";Взрывозащищенный пост управления ...;шт;20;;55255,64;;;36
197;"Прайс-лист ООО ""ТД ""ВЭЛАН""";Взрывозащищенный пост управления ...;комплект;11;;26474,78;;;36
227;"Прайс-лист  ООО ТД ""ВЭЛАН""";Взрывозащищенный пост управления ...;комплект;12;;30683,8;;;36
193;"Прайс-лист  ООО ""ТД ""ВЭЛАН""";Взрывозащищенный пост управления П...;комплект;10;;22473,04;;;37
87;"стр.260, п.1; 116.4-01-СМ4.5.2, Том 11.4.5.2 (КАЦ п.23.41), ТКП МП""Строймеханика""";Виброгрохот «ВС-8М» серии «ВС» торговой марки «СтройМеханика», до 10 тонн/час, 0,55 кВт, 700 кг;шт;2;33985,51;67971,02;;;95
44;"п.1; 116.4-01-СМ4.5, Том 11.4.5 (КАЦ п.22.26) ТКП ООО ""Айр Энерджи""";Винтовой безмасляный компрессор с частотным управлением , производительностью 1300 л/мин, рабочее давление 7-13 бар.  Материал проточной части - нержавеющая сталь, 380В, 15 кВт	 Модель:WIS 20V, 650 кг;шт;4;611594,2;2446376,8;;;200
196;"Прайс-лист ООО ""Аврора ЛАБ""";"Вискозиметр DV2ТLV Мощность: 150 Вт; питание: 220 В, 50 Гц";шт;1;73323,58;73323,58;;;58
40;"п.1; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.21.13) КП ООО «Ватт-НТ»";Водоструйный вакуумный насос, 1000л, ПВХ, 3 кВт, 250 кг;шт;1;163478,26;163478,26;;;55
180;"Прайс-лист АО ""Лабораторное Оборудование и Приборы""";Водяная баня LB-160;шт;5;6164,43;30822,15;;;19
812;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.162, п.103";Воздухоохладитель фреоновый LITENED 50-25 RF (левый);шт;1;6803,66;6803,66;;;52
822;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.162, п.71";Воздухоохладитель фреоновый LITENED 50-25 RF (левый);шт;1;6803,66;6803,66;;;52
607;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.222, п.203";Воздухоохладитель фреоновый LITENED 50-25 RF (левый);шт;1;6838,82;6838,82;;;52
363;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г.,  116.4-01-СМ 4.2.2 стр291 п.131";Воздухоохладитель фреоновый LITENED 50-25 RF (левый);шт;1;6814,78;6814,78;;;52
447;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр291  п.148";Воздухоохладитель фреоновый LITENED 50-25 RF (левый);шт;1;6814,78;6814,78;;;52
755;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 216 п.308";Воздухоохладитель фреоновый LITENED 50-25 RF (левый);шт;1;6800,75;6800,75;;;52
969;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.168, п.353";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7503,75;7503,75;;;52
570;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.220, п.145";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7542,54;7542,54;;;52
573;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.221, п.161";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7542,54;7542,54;;;52
366;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.300, п.29";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7519,22;7519,22;;;52
376;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.300, п.47";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7519,22;7519,22;;;52
399;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.301, п.111";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7519,22;7519,22;;;52
411;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.301, п.93";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7519,22;7519,22;;;52
686;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 211 п.69";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7500,55;7500,55;;;52
695;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 212 п.107";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7500,55;7500,55;;;52
700;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 212 п.128";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7500,55;7500,55;;;52
703;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 212 п.88";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7500,55;7500,55;;;52
712;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 213 п.149";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;14356,58;14356,58;;;52
717;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 213 п.170";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7500,55;7500,55;;;52
725;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 214 п.191";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7500,55;7500,55;;;52
736;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 215 п.239";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7500,55;7500,55;;;52
750;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 216 п.287";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7500,55;7500,55;;;52
766;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 217 п.350";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;7500,55;7500,55;;;52
312;"Прайс ООО ""НЕД-центр"" ND20‐028790/21 от16.10.2020г., 116.4-01-СМ4.2.2, стр.308, п.32";Воздухоохладитель фреоновый LITENED 50-30 RF (левый);шт;1;5675,6;5675,6;;;52
862;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.164, п.177";Воздухоохладитель фреоновый LITENED 60-30 RF (левый);шт;1;7873,29;7873,29;;;52
872;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.164, п.194";Воздухоохладитель фреоновый LITENED 60-30 RF (левый);шт;1;7873,29;7873,29;;;52
617;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.222, п.221";Воздухоохладитель фреоновый LITENED 60-30 RF (левый);шт;1;7913,98;7913,98;;;52
882;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.165, п.210";Воздухоохладитель фреоновый LITENED 70-40 RF (левый);шт;1;9499,73;9499,73;;;52
892;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.165, п.225";Воздухоохладитель фреоновый LITENED 70-40 RF (левый);шт;1;9499,73;9499,73;;;52
949;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.167, п.321";Воздухоохладитель фреоновый LITENED 70-40 RF (левый);шт;1;9499,73;9499,73;;;52
959;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.168, п.338";Воздухоохладитель фреоновый LITENED 70-40 RF (левый);шт;1;9499,73;9499,73;;;52
1023;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.170, п.429";Воздухоохладитель фреоновый LITENED 70-40 RF (левый);шт;1;9499,73;9499,73;;;52
431;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр290 п.115";Воздухоохладитель фреоновый LITENED 70-40 RF (левый);шт;1;9515,26;9515,26;;;52
443;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр290 п.99";Воздухоохладитель фреоновый LITENED 70-40 RF (левый);шт;1;9515,26;9515,26;;;52
743;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 215 п.266";Воздухоохладитель фреоновый LITENED 70-40 RF (левый);шт;1;9495,67;9495,67;;;52
739;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020 г., 116.4-01-СМ4.2.2, стр.163, п.145";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11068,35;11068,35;;;52
742;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020 г., 116.4-01-СМ4.2.2, стр.164, п.161";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11068,35;11068,35;;;52
979;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.168, п.371";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11068,35;11068,35;;;52
989;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.169, п.387";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11068,35;11068,35;;;52
507;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.218, п.55";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11125,56;11125,56;;;52
518;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.219, п.103";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11125,56;11125,56;;;52
531;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.219, п.87";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11125,56;11125,56;;;52
670;"Прайс ОП ООО ""НЕД-центр"" № ND20-02879218 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.219, п.71";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11125,56;11125,56;;;52
358;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г.,  116.4-01-СМ 4.2.2 стр288 п.3";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11086,45;11086,45;;;52
386;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр288  п.19";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11086,45;11086,45;;;52
396;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр289  п.35";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11086,45;11086,45;;;52
407;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр289 п.52";Воздухоохладитель фреоновый LITENED 80-50 RF (левый);шт;1;11086,45;11086,45;;;52
